167,45,358,45,358,66,167,66,###a
362,46,511,46,511,65,362,65,###a
523,45,658,45,658,64,523,64,###a
366,80,494,80,494,104,366,104,###a
164,115,741,115,741,138,164,138,###a
115,146,746,146,746,171,115,171,###a
114,178,491,178,491,202,114,202,###a
177,206,649,206,649,232,177,232,###a
177,240,703,240,703,265,177,265,###a
163,272,741,272,741,296,163,296,###a
114,303,738,303,738,328,114,328,###a
113,335,330,335,330,362,113,362,###a
380,427,468,427,468,453,380,453,###a
167,494,739,494,739,519,167,519,###a
109,522,744,522,744,677,109,677,###a
110,682,342,682,342,708,110,708,###a
160,714,747,714,747,741,160,741,###a
112,743,745,743,745,899,112,899,###a
110,904,715,904,715,931,110,931,###a
162,937,738,937,738,962,162,962,###a
112,968,744,968,744,1024,112,1024,###a
118,1045,401,1045,401,1064,118,1064,###a
723,1041,746,1041,746,1062,723,1062,###a
