74,67,380,67,380,89,74,89,###a
126,89,335,89,335,111,126,111,###a
83,122,112,122,112,145,83,145,###a
112,121,162,121,162,146,112,146,###a
162,126,314,126,314,146,162,146,###a
34,161,201,161,201,190,34,190,###a
46,191,68,191,68,207,46,207,###a
92,187,136,187,136,203,92,203,###a
30,209,58,209,58,228,30,228,###a
60,203,83,203,83,229,60,229,###a
83,207,113,207,113,225,83,225,###a
115,206,134,206,134,225,115,225,###a
138,208,175,208,175,223,138,223,###a
174,200,196,200,196,225,174,225,###a
400,63,752,63,752,88,400,88,###a
473,87,715,87,715,110,473,110,###a
451,123,731,123,731,145,451,145,###a
345,168,491,168,491,197,345,197,###a
212,200,625,200,625,225,212,225,###a
140,233,699,233,699,257,140,257,###a
115,291,722,291,722,315,115,315,###a
132,315,744,315,744,340,132,340,###a
95,337,757,337,757,361,95,361,###a
92,360,234,360,234,385,92,385,###a
128,386,747,386,747,409,128,409,###a
94,407,747,407,747,430,94,430,###a
93,430,373,430,373,453,93,453,###a
133,453,741,453,741,478,133,478,###a
92,477,743,477,743,522,92,522,###a
93,521,326,521,326,545,93,545,###a
133,546,745,546,745,569,133,569,###a
93,568,601,568,601,591,93,591,###a
356,603,491,603,491,631,356,631,###a
134,644,743,644,743,668,134,668,###a
92,670,655,670,655,693,92,693,###a
132,694,741,694,741,719,132,719,###a
93,719,743,719,743,765,93,765,###a
90,766,460,766,460,789,90,789,###a
103,820,182,820,182,841,103,841,###a
101,840,197,840,197,860,101,860,###a
103,867,242,867,242,888,103,888,###a
536,818,634,818,634,840,536,840,###a
526,936,645,936,645,962,526,962,###a
