145,40,362,40,362,62,145,62,###a
125,64,383,64,383,87,125,87,###a
411,39,787,39,787,62,411,62,###a
473,63,723,63,723,85,473,85,###a
150,103,179,103,179,126,150,126,###a
220,106,358,106,358,126,220,126,###a
183,102,214,102,214,125,183,125,###a
442,106,577,106,577,128,442,128,###a
577,109,598,109,598,133,577,133,###a
603,106,756,106,756,128,603,128,###a
116,134,393,134,393,154,116,154,###a
122,154,385,154,385,172,122,172,###a
163,171,340,171,340,191,163,191,###a
239,213,590,213,590,239,239,239,###a
187,246,764,246,764,272,187,272,###a
137,278,767,278,767,304,137,304,###a
137,312,637,312,637,337,137,337,###a
204,347,765,347,765,373,204,373,###a
138,379,729,379,729,405,138,405,###a
207,417,765,417,765,444,207,444,###a
136,449,613,449,613,475,136,475,###a
187,486,765,486,765,513,187,513,###a
137,518,331,518,331,544,137,544,###a
333,522,635,522,635,545,333,545,###a
134,556,212,556,212,576,134,576,###a
145,576,209,576,209,593,145,593,###a
145,593,275,593,275,612,145,612,###a
146,609,294,609,294,627,146,627,###a
146,626,256,626,256,646,146,646,###a
533,556,690,556,690,601,533,601,###a
527,722,700,722,700,748,527,748,###a
8,15,203,15,203,33,8,33,###a
