127,94,692,94,692,121,127,121,###a
106,143,146,143,146,181,106,181,###a
193,143,304,143,304,165,193,165,###a
348,135,445,135,445,174,348,174,###a
381,175,415,175,415,192,381,192,###a
480,125,544,125,544,185,480,185,###a
595,125,722,125,722,150,595,150,###a
105,202,296,202,296,225,105,225,###a
113,227,137,227,137,245,113,245,###a
162,225,309,225,309,246,162,246,###a
360,225,436,225,436,246,360,246,###a
474,226,549,226,549,249,474,249,###a
576,225,715,225,715,249,576,249,###a
111,254,142,254,142,272,111,272,###a
161,252,311,252,311,272,161,272,###a
357,254,435,254,435,275,357,275,###a
473,254,551,254,551,275,473,275,###a
574,252,726,252,726,275,574,275,###a
115,280,140,280,140,296,115,296,###a
160,278,311,278,311,300,160,300,###a
354,277,438,277,438,300,354,300,###a
470,277,556,277,556,302,470,302,###a
574,278,715,278,715,301,574,301,###a
113,305,141,305,141,324,113,324,###a
161,304,318,304,318,326,161,326,###a
352,305,435,305,435,327,352,327,###a
468,306,552,306,552,327,468,327,###a
575,305,712,305,712,328,575,328,###a
112,335,142,335,142,351,112,351,###a
158,333,330,333,330,354,158,354,###a
352,330,442,330,442,353,352,353,###a
468,332,555,332,555,355,468,355,###a
576,332,722,332,722,355,576,355,###a
104,363,332,363,332,405,104,405,###a
97,404,164,404,164,424,97,424,###a
368,357,541,357,541,381,368,381,###a
342,394,564,394,564,419,342,419,###a
571,360,741,360,741,382,571,382,###a
571,387,721,387,721,408,571,408,###a
572,410,650,410,650,429,572,429,###a
104,434,257,434,257,456,104,456,###a
114,463,142,463,142,479,114,479,###a
162,461,311,461,311,479,162,479,###a
358,458,436,458,436,480,358,480,###a
467,457,554,457,554,484,467,484,###a
575,457,716,457,716,484,575,484,###a
113,487,139,487,139,507,113,507,###a
157,486,311,486,311,509,157,509,###a
354,486,440,486,440,507,354,507,###a
467,486,559,486,559,509,467,509,###a
575,484,711,484,711,511,575,511,###a
114,511,140,511,140,535,114,535,###a
158,512,323,512,323,537,158,537,###a
352,512,441,512,441,533,352,533,###a
467,510,564,510,564,538,467,538,###a
575,510,715,510,715,537,575,537,###a
100,545,336,545,336,590,100,590,###a
369,541,544,541,544,563,369,563,###a
340,576,562,576,562,600,340,600,###a
573,537,737,537,737,562,573,562,###a
573,566,722,566,722,588,573,588,###a
576,588,648,588,648,612,576,612,###a
100,612,607,612,607,638,100,638,###a
131,640,744,640,744,664,131,664,###a
95,666,563,666,563,686,95,686,###a
128,687,741,687,741,712,128,712,###a
94,712,599,712,599,734,94,734,###a
143,737,741,737,741,761,143,761,###a
96,760,165,760,165,781,96,781,###a
145,784,581,784,581,808,145,808,###a
144,810,563,810,563,837,144,837,###a
724,1050,745,1050,745,1076,724,1076,###a
