27,16,234,16,234,42,27,42,###a
84,42,792,42,792,73,84,73,###a
26,72,254,72,254,97,26,97,###a
87,101,248,101,248,128,87,128,###a
87,128,791,128,791,157,87,157,###a
24,156,538,156,538,184,24,184,###a
87,185,488,185,488,215,87,215,###a
26,217,237,217,237,245,26,245,###a
30,249,150,249,150,276,30,276,###a
47,276,791,276,791,303,47,303,###a
26,303,796,303,796,329,26,329,###a
27,328,272,328,272,354,27,354,###a
43,357,386,357,386,386,43,386,###a
26,386,687,386,687,417,26,417,###a
30,419,623,419,623,449,30,449,###a
29,453,577,453,577,480,29,480,###a
26,486,575,486,575,513,26,513,###a
58,528,369,528,369,555,58,555,###a
47,558,403,558,403,585,47,585,###a
26,589,544,589,544,617,26,617,###a
27,622,275,622,275,649,27,649,###a
50,654,522,654,522,683,50,683,###a
27,686,469,686,469,714,27,714,###a
26,715,674,715,674,747,26,747,###a
27,753,483,753,483,784,27,784,###a
25,812,113,812,113,836,25,836,###a
36,832,158,832,158,855,36,855,###a
38,854,276,854,276,875,38,875,###a
37,874,215,874,215,897,37,897,###a
551,782,708,782,708,812,551,812,###a
611,927,767,927,767,961,611,961,###a
392,1177,421,1177,421,1203,392,1203,###a
