69,98,250,98,250,123,69,123,###a
14,123,307,123,307,149,14,149,###a
328,101,753,101,753,128,328,128,###a
404,128,676,128,676,153,404,153,###a
86,175,231,175,231,204,86,204,###a
376,181,706,181,706,206,376,206,###a
302,242,449,242,449,271,302,271,###a
10,267,744,267,744,296,10,296,###a
92,295,660,295,660,320,92,320,###a
187,335,595,335,595,362,187,362,###a
53,387,566,387,566,413,53,413,###a
52,417,755,417,755,447,52,447,###a
1,446,760,446,760,472,1,472,###a
1,472,401,472,401,498,1,498,###a
52,503,759,503,759,532,52,532,###a
1,531,595,531,595,559,1,559,###a
52,563,474,563,474,595,52,595,###a
306,612,451,612,451,640,306,640,###a
52,646,700,646,700,674,52,674,###a
707,652,757,652,757,677,707,677,###a
1,673,761,673,761,701,1,701,###a
1,699,168,699,168,726,1,726,###a
52,729,536,729,536,761,52,761,###a
53,764,761,764,761,794,53,794,###a
1,793,762,793,762,817,1,817,###a
1,817,199,817,199,845,1,845,###a
5,866,89,866,89,888,5,888,###a
12,887,128,887,128,927,12,927,###a
499,865,613,865,613,890,499,890,###a
474,1014,632,1014,632,1040,474,1040,###a
