214,53,583,53,583,76,214,76,###a
290,76,507,76,507,97,290,97,###a
348,114,450,114,450,143,348,143,###a
256,140,542,140,542,182,256,182,###a
624,30,720,30,720,55,624,55,###a
627,65,717,65,717,154,627,154,###a
663,154,686,154,686,173,663,173,###a
68,197,235,197,235,217,68,217,###a
249,183,428,183,428,214,249,214,###a
625,194,674,194,674,214,625,214,###a
674,192,692,192,692,216,674,216,###a
691,194,715,194,715,212,691,212,###a
67,222,152,222,152,243,67,243,###a
156,217,179,217,179,240,156,240,###a
192,223,229,223,229,243,192,243,###a
234,219,260,219,260,240,234,240,###a
268,223,298,223,298,238,268,238,###a
298,217,341,217,341,241,298,241,###a
357,220,484,220,484,241,357,241,###a
494,211,590,211,590,246,494,246,###a
68,248,193,248,193,269,68,269,###a
199,246,234,246,234,269,199,269,###a
362,248,427,248,427,271,362,271,###a
427,246,506,246,506,269,427,269,###a
504,247,622,247,622,269,504,269,###a
628,238,721,238,721,271,628,271,###a
69,274,139,274,139,296,69,296,###a
156,272,213,272,213,294,156,294,###a
248,274,325,274,325,295,248,295,###a
449,272,554,272,554,294,449,294,###a
576,270,634,270,634,294,576,294,###a
69,299,352,299,352,320,69,320,###a
366,292,730,292,730,320,366,320,###a
78,321,490,321,490,346,78,346,###a
68,354,245,354,245,372,68,372,###a
69,404,182,404,182,424,69,424,###a
209,395,305,395,305,429,209,429,###a
336,401,569,401,569,423,336,423,###a
71,456,192,456,192,476,71,476,###a
206,448,331,448,331,478,206,478,###a
537,456,607,456,607,475,537,475,###a
611,451,760,451,760,473,611,473,###a
94,483,187,483,187,500,94,500,###a
216,478,331,478,331,500,216,500,###a
539,481,607,481,607,502,539,502,###a
606,478,755,478,755,501,606,501,###a
93,504,232,504,232,529,93,529,###a
537,504,608,504,608,526,537,526,###a
71,529,405,529,405,555,71,555,###a
71,557,229,557,229,578,71,578,###a
243,549,574,549,574,580,243,580,###a
72,580,456,580,456,604,72,604,###a
94,609,247,609,247,631,94,631,###a
512,612,546,612,546,629,512,629,###a
566,611,590,611,590,630,566,630,###a
94,637,164,637,164,658,94,658,###a
196,638,238,638,238,658,196,658,###a
270,640,302,640,302,655,270,655,###a
342,635,469,635,469,656,342,656,###a
95,660,467,660,467,683,95,683,###a
627,570,718,570,718,659,627,659,###a
663,660,689,660,689,679,663,679,###a
196,698,261,698,261,713,196,713,###a
69,713,395,713,395,748,69,748,###a
113,750,348,750,348,773,113,773,###a
428,711,481,711,481,730,428,730,###a
484,706,528,706,528,732,484,732,###a
535,711,567,711,567,732,535,732,###a
571,707,597,707,597,730,571,730,###a
598,713,637,713,637,732,598,732,###a
641,706,666,706,666,730,641,730,###a
666,712,695,712,695,730,666,730,###a
697,707,755,707,755,732,697,732,###a
532,730,629,730,629,749,532,749,###a
519,749,642,749,642,769,519,769,###a
514,775,705,775,705,853,514,853,###a
174,862,628,862,628,887,174,887,###a
