131,109,256,109,256,136,131,136,###a
134,156,343,156,343,181,134,181,###a
134,205,416,205,416,231,134,231,###a
151,255,717,255,717,279,151,279,###a
93,278,452,278,452,303,93,303,###a
455,279,712,279,712,306,455,306,###a
93,303,344,303,344,329,93,329,###a
132,350,464,350,464,377,132,377,###a
465,353,717,353,717,377,465,377,###a
90,376,371,376,371,403,90,403,###a
373,377,647,377,647,404,373,404,###a
144,420,689,420,689,450,144,450,###a
147,470,717,470,717,497,147,497,###a
89,495,566,495,566,519,89,519,###a
129,539,449,539,449,566,129,566,###a
145,587,719,587,719,612,145,612,###a
90,610,670,610,670,637,90,637,###a
673,616,713,616,713,637,673,637,###a
144,656,717,656,717,681,144,681,###a
90,681,234,681,234,707,90,707,###a
142,725,716,725,716,755,142,755,###a
89,754,593,754,593,779,89,779,###a
129,805,513,805,513,832,129,832,###a
514,806,722,806,722,833,514,833,###a
85,827,433,827,433,853,85,853,###a
128,877,599,877,599,908,128,908,###a
126,931,543,931,543,958,126,958,###a
128,979,542,979,542,1005,128,1005,###a
543,984,716,984,716,1008,543,1008,###a
82,1003,468,1003,468,1030,82,1030,###a
128,1050,640,1050,640,1077,128,1077,###a
700,1086,722,1086,722,1117,700,1117,###a
