215,0,584,0,584,21,215,21,###a
286,21,511,21,511,41,286,41,###a
259,55,538,55,538,89,259,89,###a
52,107,69,107,69,125,52,125,###a
84,106,264,106,264,125,84,125,###a
271,92,443,92,443,123,271,123,###a
686,122,731,122,731,170,686,170,###a
49,135,69,135,69,153,49,153,###a
84,135,168,135,168,156,84,156,###a
195,127,271,127,271,154,195,154,###a
381,135,434,135,434,155,381,155,###a
49,165,68,165,68,184,49,184,###a
84,165,243,165,243,185,84,185,###a
255,159,380,159,380,184,255,184,###a
381,164,444,164,444,184,381,184,###a
445,169,516,169,516,186,445,186,###a
526,157,648,157,648,184,526,184,###a
49,196,69,196,69,215,49,215,###a
85,196,154,196,154,216,85,216,###a
234,188,410,188,410,214,234,214,###a
448,194,517,194,517,215,448,215,###a
544,190,608,190,608,215,544,215,###a
49,225,69,225,69,247,49,247,###a
84,226,219,226,219,246,84,246,###a
160,199,228,199,228,216,160,216,###a
220,228,607,228,607,245,220,245,###a
104,248,799,248,799,285,104,285,###a
83,286,195,286,195,306,83,306,###a
195,287,583,287,583,307,195,307,###a
96,307,741,307,741,348,96,348,###a
85,348,196,348,196,367,85,367,###a
197,349,586,349,586,368,197,368,###a
96,368,749,368,749,405,96,405,###a
85,405,221,405,221,427,85,427,###a
244,405,383,405,383,426,244,426,###a
415,409,551,409,551,430,415,430,###a
582,407,732,407,732,427,582,427,###a
85,437,137,437,137,457,85,457,###a
174,432,391,432,391,461,174,461,###a
50,467,71,467,71,487,50,487,###a
84,467,148,467,148,488,84,488,###a
173,462,224,462,224,487,173,487,###a
287,467,357,467,357,489,287,489,###a
378,461,424,461,424,498,378,498,###a
512,466,587,466,587,489,512,489,###a
598,458,717,458,717,491,598,491,###a
50,495,72,495,72,519,50,519,###a
83,496,179,496,179,519,83,519,###a
180,494,278,494,278,517,180,517,###a
286,495,391,495,391,518,286,518,###a
422,494,489,494,489,517,422,517,###a
514,496,673,496,673,521,514,521,###a
672,495,799,495,799,521,672,521,###a
49,527,70,527,70,549,49,549,###a
83,524,240,524,240,550,83,550,###a
265,519,321,519,321,559,265,559,###a
414,528,558,528,558,551,414,551,###a
581,524,638,524,638,550,581,550,###a
49,557,70,557,70,580,49,580,###a
82,555,239,555,239,579,82,579,###a
240,560,664,560,664,581,240,581,###a
678,548,733,548,733,591,678,591,###a
49,617,76,617,76,638,49,638,###a
83,619,169,619,169,639,83,639,###a
179,607,365,607,365,638,179,638,###a
448,619,521,619,521,639,448,639,###a
559,617,627,617,627,639,559,639,###a
85,647,181,647,181,672,85,672,###a
212,640,301,640,301,667,212,667,###a
446,651,529,651,529,671,446,671,###a
546,646,687,646,687,670,546,670,###a
85,680,217,680,217,700,85,700,###a
219,681,608,681,608,700,219,700,###a
96,700,745,700,745,729,96,729,###a
50,740,77,740,77,759,50,759,###a
172,730,357,730,357,762,172,762,###a
447,738,523,738,523,763,447,763,###a
541,738,613,738,613,760,541,760,###a
83,768,181,768,181,792,83,792,###a
209,762,298,762,298,791,209,791,###a
445,768,528,768,528,791,445,791,###a
540,767,707,767,707,791,540,791,###a
81,800,217,800,217,820,81,820,###a
217,800,610,800,610,822,217,822,###a
80,821,757,821,757,856,80,856,###a
51,859,78,859,78,879,51,879,###a
83,859,151,859,151,880,83,880,###a
153,864,289,864,289,882,153,882,###a
305,861,390,861,390,883,305,883,###a
523,861,643,861,643,883,523,883,###a
647,856,786,856,786,883,647,883,###a
305,890,387,890,387,910,305,910,###a
522,892,643,892,643,914,522,914,###a
305,922,479,922,479,942,305,942,###a
522,923,632,923,632,943,522,943,###a
54,947,431,947,431,972,54,972,###a
452,945,544,945,544,971,452,971,###a
567,954,601,954,601,971,567,971,###a
603,950,621,950,621,968,603,968,###a
619,954,661,954,661,974,619,974,###a
661,949,679,949,679,970,661,970,###a
678,954,708,954,708,974,678,974,###a
710,952,760,952,760,974,710,974,###a
510,972,636,972,636,994,510,994,###a
520,994,623,994,623,1009,520,1009,###a
437,1064,648,1064,648,1104,437,1104,###a
