145,108,747,108,747,132,145,132,###a
320,132,530,132,530,154,320,154,###a
107,178,151,178,151,220,107,220,###a
193,187,304,187,304,213,193,213,###a
350,170,455,170,455,210,350,210,###a
386,211,422,211,422,230,386,230,###a
479,169,550,169,550,228,479,228,###a
595,168,728,168,728,190,595,190,###a
107,237,299,237,299,258,107,258,###a
121,271,142,271,142,285,121,285,###a
162,267,312,267,312,288,162,288,###a
365,266,443,266,443,286,365,286,###a
473,266,561,266,561,286,473,286,###a
575,266,723,266,723,288,575,288,###a
119,295,142,295,142,313,119,313,###a
162,293,313,293,313,315,162,315,###a
364,292,443,292,443,316,364,316,###a
475,293,559,293,559,313,475,313,###a
576,293,717,293,717,314,576,314,###a
118,320,145,320,145,339,118,339,###a
162,318,322,318,322,341,162,341,###a
364,318,442,318,442,342,364,342,###a
473,318,563,318,563,341,473,341,###a
576,318,715,318,715,341,576,341,###a
107,353,338,353,338,393,107,393,###a
107,392,169,392,169,414,107,414,###a
371,347,544,347,544,369,371,369,###a
344,384,565,384,565,408,344,408,###a
579,347,743,347,743,369,579,369,###a
575,374,722,374,722,394,575,394,###a
575,397,647,397,647,418,575,418,###a
106,427,259,427,259,449,106,449,###a
120,461,140,461,140,478,120,478,###a
162,460,310,460,310,478,162,478,###a
364,459,442,459,442,479,364,479,###a
478,459,555,459,555,478,478,478,###a
575,459,712,459,712,480,575,480,###a
119,486,143,486,143,504,119,504,###a
163,485,312,485,312,505,163,505,###a
363,485,442,485,442,506,363,506,###a
473,484,564,484,564,506,473,506,###a
572,483,711,483,711,506,572,506,###a
116,514,147,514,147,535,116,535,###a
162,512,322,512,322,531,162,531,###a
363,510,442,510,442,535,363,535,###a
473,509,564,509,564,531,473,531,###a
574,510,717,510,717,535,574,535,###a
105,541,337,541,337,583,105,583,###a
371,538,539,538,539,560,371,560,###a
347,574,561,574,561,600,347,600,###a
575,539,741,539,741,560,575,560,###a
575,566,725,566,725,587,575,587,###a
574,588,651,588,651,607,574,607,###a
100,614,601,614,601,637,100,637,###a
135,640,745,640,745,664,135,664,###a
97,664,748,664,748,685,97,685,###a
95,686,371,686,371,707,95,707,###a
149,709,651,709,651,734,149,734,###a
149,736,500,736,500,760,149,760,###a
147,762,599,762,599,791,147,791,###a
716,1042,758,1042,758,1073,716,1073,###a
