131,74,717,74,717,100,131,100,###a
79,100,716,100,716,165,79,165,###a
88,228,158,228,158,247,88,247,###a
97,247,249,247,249,281,97,281,###a
96,280,184,280,184,295,96,295,###a
96,296,244,296,244,314,96,314,###a
99,314,297,314,297,330,99,330,###a
97,330,234,330,234,347,97,347,###a
96,346,319,346,319,416,96,416,###a
96,412,213,412,213,483,96,483,###a
214,466,237,466,237,482,214,482,###a
240,461,271,461,271,488,240,488,###a
455,227,687,227,687,251,455,251,###a
497,251,650,251,650,296,497,296,###a
497,407,651,407,651,433,497,433,###a
690,1059,719,1059,719,1087,690,1087,###a
