260,76,693,76,693,98,260,98,###a
157,65,255,65,255,81,157,81,###a
159,80,257,80,257,93,159,93,###a
122,106,735,106,735,128,122,128,###a
122,129,505,129,505,149,122,149,###a
171,152,519,152,519,176,171,176,###a
168,181,731,181,731,202,168,202,###a
171,203,732,203,732,221,171,221,###a
171,222,402,222,402,242,171,242,###a
170,246,732,246,732,267,170,267,###a
168,267,369,267,369,288,168,288,###a
170,293,729,293,729,315,170,315,###a
167,315,585,315,585,335,167,335,###a
171,339,735,339,735,397,171,397,###a
171,398,410,398,410,420,171,420,###a
133,430,410,430,410,451,133,451,###a
120,457,730,457,730,478,120,478,###a
118,478,682,478,682,495,118,495,###a
171,500,732,500,732,523,171,523,###a
167,523,245,523,245,543,167,543,###a
168,549,643,549,643,572,168,572,###a
168,576,735,576,735,597,168,597,###a
168,597,682,597,682,620,168,620,###a
131,630,382,630,382,652,131,652,###a
122,654,736,654,736,674,122,674,###a
122,676,731,676,731,714,122,714,###a
122,715,198,715,198,732,122,732,###a
158,740,234,740,234,762,158,762,###a
276,742,353,742,353,766,276,766,###a
555,744,658,744,658,767,555,767,###a
125,769,144,769,144,790,125,790,###a
157,768,253,768,253,792,157,792,###a
277,767,519,767,519,792,277,792,###a
555,769,675,769,675,793,555,793,###a
121,795,140,795,140,817,121,817,###a
161,797,228,797,228,818,161,818,###a
274,795,402,795,402,818,274,818,###a
553,792,729,792,729,816,553,816,###a
556,816,668,816,668,835,556,835,###a
122,840,140,840,140,861,122,861,###a
154,837,266,837,266,899,154,899,###a
277,839,551,839,551,917,277,917,###a
555,839,726,839,726,861,555,861,###a
556,861,607,861,607,879,556,879,###a
122,920,148,920,148,946,122,946,###a
157,922,274,922,274,943,157,943,###a
157,942,219,942,219,963,157,963,###a
276,920,555,920,555,981,276,981,###a
276,981,414,981,414,1000,276,1000,###a
560,923,604,923,604,941,560,941,###a
561,943,691,943,691,963,561,963,###a
399,1021,456,1021,456,1039,399,1039,###a
237,1046,620,1046,620,1063,237,1063,###a
364,1061,493,1061,493,1075,364,1075,###a
272,1074,579,1074,579,1088,272,1088,###a
237,1086,611,1086,611,1103,237,1103,###a
