147,77,717,77,717,100,147,100,###a
84,100,540,100,540,125,84,125,###a
146,130,715,130,715,152,146,152,###a
84,152,717,152,717,214,84,214,###a
82,215,643,215,643,238,82,238,###a
145,244,718,244,718,265,145,265,###a
78,264,715,264,715,307,78,307,###a
80,306,596,306,596,330,80,330,###a
142,336,714,336,714,358,142,358,###a
80,357,715,357,715,378,80,378,###a
80,378,399,378,399,400,80,400,###a
141,406,713,406,713,430,141,430,###a
78,428,714,428,714,512,78,512,###a
78,511,446,511,446,536,78,536,###a
128,539,713,539,713,563,128,563,###a
75,560,267,560,267,581,75,581,###a
269,563,514,563,514,584,269,584,###a
519,564,714,564,714,585,519,585,###a
78,581,312,581,312,605,78,605,###a
315,584,665,584,665,605,315,605,###a
130,612,254,612,254,634,130,634,###a
143,643,393,643,393,665,143,665,###a
398,644,714,644,714,667,398,667,###a
78,664,313,664,313,683,78,683,###a
314,667,714,667,714,687,314,687,###a
76,684,327,684,327,709,76,709,###a
330,686,550,686,550,708,330,708,###a
142,713,380,713,380,736,142,736,###a
382,718,716,718,716,738,382,738,###a
77,735,317,735,317,756,77,756,###a
321,738,714,738,714,759,321,759,###a
79,756,318,756,318,776,79,776,###a
318,758,584,758,584,778,318,778,###a
583,759,711,759,711,779,583,779,###a
79,776,310,776,310,799,79,799,###a
310,778,705,778,705,801,310,801,###a
139,805,413,805,413,828,139,828,###a
415,808,710,808,710,829,415,829,###a
77,829,403,829,403,850,77,850,###a
404,829,717,829,717,851,404,851,###a
77,849,308,849,308,871,77,871,###a
125,879,260,879,260,903,125,903,###a
130,909,712,909,712,931,130,931,###a
76,930,711,930,711,1014,76,1014,###a
74,1011,326,1011,326,1036,74,1036,###a
693,1061,721,1061,721,1085,693,1085,###a
