114,90,396,90,396,133,114,133,###a
117,140,144,140,144,162,117,162,###a
145,138,181,138,181,161,145,161,###a
181,143,311,143,311,161,181,161,###a
405,89,755,89,755,110,405,110,###a
469,114,688,114,688,134,469,134,###a
438,142,600,142,600,163,438,163,###a
600,141,621,141,621,166,600,166,###a
623,142,760,142,760,161,623,161,###a
376,209,497,209,497,234,376,234,###a
196,233,677,233,677,256,196,256,###a
338,255,534,255,534,279,338,279,###a
282,303,586,303,586,326,282,326,###a
156,353,759,353,759,373,156,373,###a
111,373,760,373,760,429,111,429,###a
111,429,360,429,360,448,111,448,###a
113,454,447,454,447,475,113,475,###a
140,482,761,482,761,502,140,502,###a
112,503,393,503,393,521,112,521,###a
146,528,761,528,761,548,146,548,###a
110,550,337,550,337,569,110,569,###a
145,570,759,570,759,590,145,590,###a
111,590,759,590,759,633,111,633,###a
110,636,619,636,619,657,110,657,###a
159,664,501,664,501,685,159,685,###a
159,686,759,686,759,728,159,728,###a
161,729,665,729,665,751,161,751,###a
109,758,437,758,437,781,109,781,###a
111,788,755,788,755,808,111,808,###a
110,809,409,809,409,828,110,828,###a
160,831,725,831,725,855,160,855,###a
157,858,612,858,612,881,157,881,###a
157,883,502,883,502,909,157,909,###a
156,912,339,912,339,935,156,935,###a
156,941,275,941,275,962,156,962,###a
208,964,442,964,442,990,208,990,###a
157,994,388,994,388,1015,157,1015,###a
154,1016,562,1016,562,1042,154,1042,###a
736,1067,758,1067,758,1085,736,1085,###a
